id,date,receipt,unit_price,issue,balance,amount,supplier_id
,2021-06-24,11,120,,11,1320,2
,2022-07-12,,120,1,10,1200,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
