id,date,receipt,unit_price,issue,balance,amount,supplier_id
,2021-02-23,10,580,,10,5800,3
,2021-08-06,,580,1,9,5220,
,2021-08-18,1,580,1,9,5220,2
,2024-03-20,,580,1,8,4640,
,2024-05-10,,580,1,7,4060,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
