id,date,receipt,unit_price,issue,balance,amount,supplier_id
,2021-06-24,8,20,,8,160,2
,2022-07-12,,20,1,7,140,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
