id,date,receipt,unit_price,issue,balance,amount,supplier_id
,2021-05-26,10,18,3,7,126,3
,2021-05-26,,18,1,6,108,
,2021-08-03,,18,1,5,90,
,2021-08-02,,18,1,4,72,
,2021-08-16,,18,1,3,54,
,2021-09-20,,18,1,2,36,
,2022-01-01,25,30,,27,810,2
,2022-08-31,,30,1,26,780,
,2022-10-06,,30,1,25,750,
,2023-04-04,,30,1,24,720,
,2023-09-04,,30,1,23,690,
,2024-04-10,,30,1,22,660,
,2024-04-24,,30,1,21,630,
,2024-08-12,,30,1,20,600,
,2024-09-10,,30,1,19,570,
,2024-10-16,,30,1,18,540,
